"username","date","retweets","favorites","text","geo","mentions","hashtags","id","permalink"
"RoxanneKnight","2017-04-19 15:10","0","0","Exploration #graffiti #creativityeveryday #photographer #stlouis @Graffiti Wall https://www.instagram.com/p/BTEkuTYAwZO/","","@Graffiti","#graffiti #creativityeveryday #photographer #stlouis","854713858111549441","https://twitter.com/RoxanneKnight/status/854713858111549441"
"Abu_Montana","2017-04-19 05:57","0","0","White boys in the gang, call him Andy Milonakis, he won't hesitate https://www.instagram.com/p/BTDlYK9l5-3xBP-sam985Rgu0cIsm2Y-XUGhdY0/ ","","","","854574568505212929","https://twitter.com/Abu_Montana/status/854574568505212929"
"IllinoisPress","2017-04-18 18:02","3","1","How are Mexican Americans affected by border control in @BreakingBad & @Weeds? Read Camilla Fojass new book: http://ow.ly/uE4f309YQ2P pic.twitter.com/JxtGDHjOeG","","@BreakingBad @Weeds","","854394601234468864","https://twitter.com/IllinoisPress/status/854394601234468864"
"Bobby_Brown__","2017-04-18 16:48","0","0","Yes thats an Elantra...manual transmission and turbo charged gang @ https://www.instagram.com/p/BTCLLCWFzRHXEm0HlocNgiQdginIz1bZDywHKk0/ ","","@","","854376202001416192","https://twitter.com/Bobby_Brown__/status/854376202001416192"
"Bobby_Brown__","2017-04-18 16:14","0","0","need a new ?? my deals are radioactive gang!! inbox me and lets https://www.instagram.com/p/BTCHQ-9FGGwWE8Hydo89azilwnPpli6p-Fz4fY0/ ","","","","854367606656163840","https://twitter.com/Bobby_Brown__/status/854367606656163840"
"Doreen_Warfield","2017-04-18 01:59","0","0","Monday night Active Fit group did wonderful!! Way to go gang! #reformedfitness #grouptraining https://www.instagram.com/p/BTAlYIzltYp/","","","#reformedfitness #grouptraining","854152348377264132","https://twitter.com/Doreen_Warfield/status/854152348377264132"
"TotalTrafficSTL","2017-04-17 20:21","0","0","Accident, right lane blocked in #St.ClairCo on I 64 EB before St Clair--Clinton Cnty Border, stop and go traffic back to Rte 161 #STLtraffic","","","#St #STLtraffic","854067228681150465","https://twitter.com/TotalTrafficSTL/status/854067228681150465"
"TotalTrafficSTL","2017-04-17 20:20","0","0","Accident, right lane blocked in #St.ClairCo on I 64 EB before St Clair--Clinton Cnty Border and Clinton, stop and go traffic back to Rte 161","","","#St","854067063954042880","https://twitter.com/TotalTrafficSTL/status/854067063954042880"
"thefinley","2017-04-17 17:56","0","0","Why is the table plugged into the wall?","","","","854030783765512197","https://twitter.com/thefinley/status/854030783765512197"
"TheGaunce","2017-04-16 21:35","0","0","#TURNstl #Turneats the wall of records at the and chef Dave. dakstl getting ready for his https://www.instagram.com/p/BS9iYzVBVgw/","","","#TURNstl #Turneats","853723559566336000","https://twitter.com/TheGaunce/status/853723559566336000"
"nick_zel","2017-04-16 19:24","0","0","Our childhood was more lit than yours :) #GANG @Frankfort https://www.instagram.com/p/BS9TbpXB8Ww3OvI797p4vZv_uWyaENyd2ivS2c0/ ","","@Frankfort","#GANG","853690688969494529","https://twitter.com/nick_zel/status/853690688969494529"
"Griffdog2017","2017-04-16 18:01","0","1","Drinking an Urban Gang by @urbanchestnut at @urbanchestnut  http://untp.beer/s/c441293457","","@urbanchestnut @urbanchestnut","","853669645072691200","https://twitter.com/Griffdog2017/status/853669645072691200"
"Fans4Sixxam","2017-04-16 17:38","0","2","Happy Easter to my fellow James Gang & my SixxAMFamily Hope you all have a great day with family https://www.instagram.com/p/BS9HR3GlOmf/","","","","853663957151875072","https://twitter.com/Fans4Sixxam/status/853663957151875072"
"QT904","2017-04-16 06:05","0","0","regrann from @doughhunter - With @QT904 & the gang! #HowItHappened - #regrann @Ft. https://www.instagram.com/p/BS73_NgFrRZ/","","@doughhunter @QT904 @Ft","#HowItHappened #regrann","853489591004909568","https://twitter.com/QT904/status/853489591004909568"
"DanSTL77","2017-04-15 19:27","0","0","Graffiti #downtownstl #STL @Graffiti Wall https://www.instagram.com/p/BS6u6_pjTR3/","","@Graffiti","#downtownstl #STL","853328937749032961","https://twitter.com/DanSTL77/status/853328937749032961"
"DanSTL77","2017-04-15 19:05","0","0","Graffiti #STL #downtownstl @Graffiti Wall https://www.instagram.com/p/BS6sagkDYNL/","","@Graffiti","#STL #downtownstl","853323395689328643","https://twitter.com/DanSTL77/status/853323395689328643"
"DanSTL77","2017-04-15 19:04","0","0","Graffiti #downtownstl #STL @Graffiti Wall https://www.instagram.com/p/BS6sUL_DPbk/","","@Graffiti","#downtownstl #STL","853323173743480833","https://twitter.com/DanSTL77/status/853323173743480833"
"TelSecure","2017-04-14 23:31","0","0","Need your TV wall mounted today? Call SecureTel LLC (636)327-3003 or stop by our showroom: 111 https://www.instagram.com/p/BS4mEgBgZc2/","","","","853027965936037888","https://twitter.com/TelSecure/status/853027965936037888"
"utopiaentertain","2017-04-14 20:59","0","0","Tv screens on the wall. Whose coming tonight to the GLOW mixer? Tag your friends! We're getting https://www.instagram.com/p/BS4UoF_B-ce/","","","","852989621625421824","https://twitter.com/utopiaentertain/status/852989621625421824"
"iw3zay3","2017-04-14 18:23","0","0","Williams Gang #squad @Ballpark Village St. Louis https://www.instagram.com/p/BS4C0c_DSwhWGNOPGu3rbY-sEXUrq8EOe7tr2o0/ ","","@Ballpark","#squad","852950454187302912","https://twitter.com/iw3zay3/status/852950454187302912"
"Agent_Roxanne","2017-04-14 00:27","0","0","It's in the name, chaps #whatsinaname @Wang Gang Asian Eats https://www.instagram.com/p/BS2HvNMjgxX/","","@Wang","#whatsinaname","852679790716964865","https://twitter.com/Agent_Roxanne/status/852679790716964865"
"FellerSheep","2017-04-13 13:09","0","0","Pearl the Border Leicester. One of her twins in the background. She still thinks I'm her mother. https://www.instagram.com/p/BS06H_MgKoN/","","","","852509118871072769","https://twitter.com/FellerSheep/status/852509118871072769"
"thebecker","2017-04-12 18:06","0","1","Carne asada from authentic hole-in-the-wall Mexican joints is the best! #ketology https://www.instagram.com/p/BSy3VXzhs-B/","","","#ketology","852221506473959424","https://twitter.com/thebecker/status/852221506473959424"
"dworakt","2017-04-12 16:55","0","0","I'm at Little Mexico in Mattoon, IL https://www.swarmapp.com/c/e8bGxVEthef","","","","852203642316881922","https://twitter.com/dworakt/status/852203642316881922"
"Bobby_Brown__","2017-04-11 17:15","0","0","2017 Ioniq Hybrid has arrived gang 55 MPG for $25,000?? cant beat https://www.instagram.com/p/BSwMp8uFINGE2PvRHYxwrDmyNxJnng2RR8Mo4I0/ ","","","","851846186046803970","https://twitter.com/Bobby_Brown__/status/851846186046803970"
"TelSecure","2017-04-11 17:08","0","0","Need your TV wall mounted today? Call SecureTel LLC (636)327-3003 or stop by our showroom: 111 https://www.instagram.com/p/BSwL1QxgA1h/","","","","851844369422352384","https://twitter.com/TelSecure/status/851844369422352384"
"mariecarnes","2017-04-11 15:02","0","0","they should have criminal trials on airplanes so defendants can be forced to testify against themselves.","","","","851812789349908480","https://twitter.com/mariecarnes/status/851812789349908480"
"economyofstyle","2017-04-10 22:00","0","0","Brick wall + red stripes = photographic magic #economyofstyle @St. Louis https://www.instagram.com/p/BSuIb-bDoie/","","@St","#economyofstyle","851555431411568640","https://twitter.com/economyofstyle/status/851555431411568640"
"indyrunner9","2017-04-10 21:45","0","0","Had a great time at formal this weekend with this gang here. Great way to spend my Saturday https://www.instagram.com/p/BSuGvjuFxc8/","","","","851551719788097536","https://twitter.com/indyrunner9/status/851551719788097536"
"keyonharrold","2017-04-10 17:33","0","3","I love my Mom! (Proud Mom wall) home for her B-day @St. Louis https://www.instagram.com/p/BStp9Z-lx0H/","","@St","","851488413484290048","https://twitter.com/keyonharrold/status/851488413484290048"
"ffsprad","2017-04-10 02:23","0","0","Off the wall! @Busch Stadium https://www.instagram.com/p/BSsB0TIDho_iNmoqUQkgbJetkWzCakMgt583y00/ ","","@Busch","","851259417257443329","https://twitter.com/ffsprad/status/851259417257443329"
"stenSOUL","2017-04-10 01:43","0","0","Eye dropped a lil peat wee on the paintlouis wall today. I can smell https://www.instagram.com/p/BSr9LtNDj9AvWFXkyjcXMcVxXFxRLHB9auh05Y0/ ","","","","851249206681522176","https://twitter.com/stenSOUL/status/851249206681522176"
"NeenaWill","2017-04-08 16:05","0","1","Caffeine is a wonderful thing! #Starbucks #coffee #GANG @Downtown St. Louis https://www.instagram.com/p/BSoWQn5lNyv/","","@Downtown","#Starbucks #coffee #GANG","850741409686704128","https://twitter.com/NeenaWill/status/850741409686704128"
"DarinSlyman","2017-04-08 02:35","0","1","So excited for my friends to be home from Mexico! #dsly #lifestyle #media #stl @Brennan's https://www.instagram.com/p/BSm5l9AFwgC/","","@Brennan","#dsly #lifestyle #media #stl","850537636037054465","https://twitter.com/DarinSlyman/status/850537636037054465"
"Doreen_Warfield","2017-04-07 15:49","0","0","Hey gang, it's here! Tomorrow is your chance to try out our Active Fit and Built Fit class for https://www.instagram.com/p/BSlvov3FnqA/","","","","850374996560052224","https://twitter.com/Doreen_Warfield/status/850374996560052224"
"DirtRunnerIL","2017-04-06 14:09","0","0","Obstacle: Olympus Slip Wall Conquer the Midwest Mayhem on May 27th and 28th! The 2017 special https://www.instagram.com/p/BSi_amWBqFJ/","","","","849987478631071744","https://twitter.com/DirtRunnerIL/status/849987478631071744"
"Neita","2017-04-05 21:52","0","0","Adding to the wall in Umma's hospital room. #poststroke #rehabpoststroke #dontquit https://www.instagram.com/p/BShPmnrDDOn/","","","#poststroke #rehabpoststroke #dontquit","849741600733503488","https://twitter.com/Neita/status/849741600733503488"
"spotternetwork","2017-04-05 20:58","0","3","Spotr 3 miles ENE of CLAREMONT, IL @20:57 UTC Not Rotating Wall Cloud>-Rotating wall cloud","","@20","","849727944201306119","https://twitter.com/spotternetwork/status/849727944201306119"
"rob_blue","2017-04-05 16:35","0","1","Nobody builds walls better than me believe me. Yes, Nacho, we do believe you, regardless of the definition of wall.","","","","849661805437833216","https://twitter.com/rob_blue/status/849661805437833216"
"PurdueScience","2017-04-04 19:21","0","1","One of the most historic buildings at Purdue, the Physics Building's new wall wraps give it a https://www.instagram.com/p/BSeZgNmDqh8/","","","","849341159130451968","https://twitter.com/PurdueScience/status/849341159130451968"
"AdmissionDeanWU","2017-04-04 18:55","0","1","Congrats to all of our admitted students from Utah, New Mexico, Oklahoma, Arizona, Colorado, and https://www.instagram.com/p/BSeWg0kDBf-/","","","","849334585062301701","https://twitter.com/AdmissionDeanWU/status/849334585062301701"
"livifriedrich","2017-04-04 01:31","0","1","EVERYTHING is cooooool in Pittsburgh @Graffiti Wall https://www.instagram.com/p/BScYwFxgrjf/","","@Graffiti","","849071939503235073","https://twitter.com/livifriedrich/status/849071939503235073"
"ninjaswat","2017-04-04 00:31","0","0","@realDonaldTrump you want to "" Make America great again"" help low income families and stop taking your stupid vacations, you're heartless!","","@realDonaldTrump","","849056742659018752","https://twitter.com/ninjaswat/status/849056742659018752"
"VegasSmokeJoint","2017-04-02 11:42","0","1","#openingday #mlb #legendary #roster from a 1961 #yankees gang! I love #baseball & hope those https://www.instagram.com/p/BSYbbhpDAOx/","","","#openingday #mlb #legendary #roster #yankees #baseball","848500971902775296","https://twitter.com/VegasSmokeJoint/status/848500971902775296"
"MotoHoseUSA","2017-04-01 18:51","0","0","Musquin landed on top of tough blocks and slid into the wall like he was sliding into 1st base @ https://www.instagram.com/p/BSWnqCQDfQY/","","@","","848246381580103680","https://twitter.com/MotoHoseUSA/status/848246381580103680"
"RichardShoaf","2017-03-31 16:00","0","0","Just added to our wall for a little girl @Lake Saint Louis, Missouri https://www.instagram.com/p/BSTvThhh7Fo/","","@Lake","","847840990014586881","https://twitter.com/RichardShoaf/status/847840990014586881"
"hooliganoutlaws","2017-03-31 00:06","3","4","Been all over this country and Mexico with this man ... A true good https://www.instagram.com/p/BSSCKj8FTtGWquiuXfBnkRW3D3ntElyZbpoODU0/ ","","","","847600991788613634","https://twitter.com/hooliganoutlaws/status/847600991788613634"
"ArduinoMatthew","2017-03-30 01:22","0","0","Dinner with Gang from the Lab @Mission Taco Joint - Soulard https://www.instagram.com/p/BSPlgeLgCSv/","","@Mission","","847257662194556928","https://twitter.com/ArduinoMatthew/status/847257662194556928"
"stopbeefinradio","2017-03-29 14:57","0","0","#TerreHaute #ISU it's going #Gringo Gringo Gang - Gringo Season Tour Hosted by: @DeejaySlu https://www.instagram.com/p/BSOekuBD8Xw/","","@DeejaySlu","#TerreHaute #ISU #Gringo","847100512541528064","https://twitter.com/stopbeefinradio/status/847100512541528064"
"DirtRunnerIL","2017-03-29 04:44","0","0","Olympus, a 20ft slip wall, will challenge you big time. Note for all open/recreational https://www.instagram.com/p/BSNYSk2BrM4/","","","","846946059616227328","https://twitter.com/DirtRunnerIL/status/846946059616227328"
"TotalTrafficSTL","2017-03-29 01:37","0","0","Accident in #SaintPeters on Mexico Rd west of Belleau Crk Rd #STLtraffic http://bit.ly/17hxde2","","","#SaintPeters #STLtraffic","846899165594509312","https://twitter.com/TotalTrafficSTL/status/846899165594509312"
"RealSparkMarley","2017-03-28 22:20","0","3","MY #GanGBro bankshed700 SINGLE""GANG"" OUT NOW!!! #SOUNDCLOUD #youtube #Datpiff!!! https://www.instagram.com/p/BSMsYwYBCww/","","","#GanGBro #SOUNDCLOUD #youtube #Datpiff","846849406687096833","https://twitter.com/RealSparkMarley/status/846849406687096833"
"RealSparkMarley","2017-03-28 22:19","0","3","MY #GanGBro bankshed700 SINGLE""GANG"" OUT NOW!!! #SOUNDCLOUD #youtube #Datpiff!!! https://www.instagram.com/p/BSMsV6xBm7G/","","","#GanGBro #SOUNDCLOUD #youtube #Datpiff","846849312113909764","https://twitter.com/RealSparkMarley/status/846849312113909764"
"RealSparkMarley","2017-03-28 22:18","0","3","MY #GanGMember bankshed700 SINGLE""GANG"" OUT NOW!!! #SOUNDCLOUD #youtube #Datpiff!!! https://www.instagram.com/p/BSMsPWxB1Di/","","","#GanGMember #SOUNDCLOUD #youtube #Datpiff","846849086137425921","https://twitter.com/RealSparkMarley/status/846849086137425921"
"johncruz","2017-03-28 04:04","0","0","A sticker on the wall of a restroom stall door in Bloomington, IL @Pilot Travel Center https://www.instagram.com/p/BSKu_VngvoT/","","@Pilot","","846573658059485184","https://twitter.com/johncruz/status/846573658059485184"
"PauILy","2017-03-28 01:57","1","0","It's nice to be on the other side of the brown wall. #Clubseats #117Beersinarow. @Scottrade Center https://www.instagram.com/p/BSKgdjaDZ95/","","@Scottrade","#Clubseats #117Beersinarow","846541712268951552","https://twitter.com/PauILy/status/846541712268951552"
"leahck55","2017-03-27 22:25","0","5","99 bottles of beer on the wall... @Scottrade Center https://www.instagram.com/p/BSKIOGeBZZ9/","","@Scottrade","","846488404455936000","https://twitter.com/leahck55/status/846488404455936000"
"mariecarnes","2017-03-27 19:21","0","0","The engineer in me wants to know how the water and sewer works. That shower looks like it's on an outside wall. https://twitter.com/cabinporn/statuses/846383839010144256 ","","","","846442194403835904","https://twitter.com/mariecarnes/status/846442194403835904"
"stlmixtapeking","2017-03-27 13:16","0","0","regrann from westsidecain - (link in bio) Trap Money Gang Ent. #PRESSPLAY: ""take money https://www.instagram.com/p/BSJJbHEDQVU/","","","#PRESSPLAY","846350331470602240","https://twitter.com/stlmixtapeking/status/846350331470602240"
"CarissaFiggins","2017-03-26 16:08","0","0","Prayer wall at @harvestercc #takeoneleaveone #needprayer? http://HarvesterChristian.org/prayer-wall @ https://www.instagram.com/p/BSG4P3Ghd2L/","","@harvestercc @","#takeoneleaveone #needprayer","846031066922024960","https://twitter.com/CarissaFiggins/status/846031066922024960"
"CariRincker","2017-03-26 11:55","0","0","Gang's all here! So my cat, Felicity, after living in #nyc for the last 7 years, is jealous of https://www.instagram.com/p/BSGbW8EBENL/","","","#nyc","845967535807782912","https://twitter.com/CariRincker/status/845967535807782912"
"TelSecure","2017-03-25 23:52","0","0","Need your TV wall mounted today? Call SecureTel LLC (636)327-3003 or stop by our showroom: 111 https://www.instagram.com/p/BSFIihRgK61/","","","","845785414061436928","https://twitter.com/TelSecure/status/845785414061436928"
"old_sin","2017-03-25 19:59","0","0","Its a gas gang thing @Ferguson, Missouri https://www.instagram.com/p/BSEt2tkAcRGaiEkiL18JIoaCpR7zmhwSRDUStY0/ ","","@Ferguson","","845726733840142337","https://twitter.com/old_sin/status/845726733840142337"
"Yung_fendi","2017-03-25 18:57","0","1","These niggas said bankroll the rap game John wall","","","","845711371828412419","https://twitter.com/Yung_fendi/status/845711371828412419"
"darciebakes","2017-03-24 23:42","0","0","I probably looked like a creeper/criminal casing this house, but I always love admiring their https://www.instagram.com/p/BSCilIEAnt-/","","","","845420477636120576","https://twitter.com/darciebakes/status/845420477636120576"
"mrs_munsell","2017-03-24 22:43","0","1","Great #quote on the wall at @brennansstl #bar #centralwestendstl @Brennan's https://www.instagram.com/p/BSCb54Hl3gY/","","@brennansstl @Brennan","#quote #bar #centralwestendstl","845405796041216005","https://twitter.com/mrs_munsell/status/845405796041216005"
"TelSecure","2017-03-24 22:27","0","0","Need your TV wall mounted today? Call SecureTel LLC (636)327-3003 or stop by our showroom: 111 https://www.instagram.com/p/BSCaD9IgqO5/","","","","845401739717214208","https://twitter.com/TelSecure/status/845401739717214208"
